clean_NNAJ_actors|Filename|Year|categoria
Defensa Educacion Agricultura Lnstituto Colombiano De Bienestar Familiar|IR N° 048-17 A.I. MET, GUAI y VIC.pdf|2017|
Unidad Nacional De Atencion|IR N° 048-17 A.I. MET, GUAI y VIC.pdf|2017|
Reparacion Integral A Las Victimas|IR N° 048-17 A.I. MET, GUAI y VIC.pdf|2017|
Comision Lntersectorial Para La Prevencion Del Reclutamiento|IR N° 048-17 A.I. MET, GUAI y VIC.pdf|2017|
Acción Comunal Defensores De Derechos Humanos|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Fuerza Alternativa Revolucionaria Del Común|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Guerrillas
Autodefensas Unidas De Colombia|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Paramilitares
Interposició N|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Jóvenes A|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Frente Primero De Las Farc|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Disidensias FARC
Zvtn|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Ptn|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Espacios Territoriales De Capacitación Y Reincorporación|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Guerrillas
Autodefensas Unidas De Colombia|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|Paramilitares
Agencia De Renov|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Dirección Para La Atención Integral|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Dirección De Política|IR N° 051-17 GUAV Calamar y El Retorno.pdf|2017|
Autodefensas Unidas De Colombia|NS a IR N° 081-02 Medellín-ANTIOQUIA.pdf|2002|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 062-02 Soacha-CUNDINAMARCA ii.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA ii.pdf|2003|Paramilitares
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA ii.pdf|2003|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 062-02 Soacha-CUNDINAMARCA iii.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA iii.pdf|2003|Paramilitares
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA iii.pdf|2003|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 062-02 Soacha-CUNDINAMARCA iii.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA iii.pdf|2003|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 062-02 Soacha-CUNDINAMARCA.pdf|2003|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a IR N° 038-03 Tado-CHOCO y Pueblo Rico RISARALDA i.pdf|2003|Guerrillas
Ejército De Liberación Nacional|NS a IR N° 038-03 Tado-CHOCO y Pueblo Rico RISARALDA i.pdf|2003|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a IR N° 082-02 Puerto Guzman-PUTUMAYO.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|NS a IR N° 082-02 Puerto Guzman-PUTUMAYO.pdf|2003|Paramilitares
Ejército De Liberación Nacional|NS a IR N° 089-02 Morales-BOLIVAR ii.pdf|2003|Guerrillas
Autodefensas Unidas De Colombia|NS a  AT N° 062-02 Soacha-CUNDINAMARCA v.pdf|2004|Paramilitares
Autodefensas|NS a  AT N° 062-02 Soacha-CUNDINAMARCA v.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a  AT N° 062-02 Soacha-CUNDINAMARCA v.pdf|2004|Guerrillas
Autodefensas Unidas De Colombia|NS a AT N° 054-03 San Francisco-ANTIOQUIA.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|NS a AT N° 062 -02 Soacha-CUNDINAMARCA vi.pdf|2004|Paramilitares
Bloque Capital|NS a AT N° 062 -02 Soacha-CUNDINAMARCA vi.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA iv.pdf|2004|Paramilitares
Autodefensas|NS a AT N° 062-02 Soacha-CUNDINAMARCA iv.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|NS a AT N° 062-02 Soacha-CUNDINAMARCA iv.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 062-02 Soacha-CUNDINAMARCA iv.pdf|2004|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a AT N° 072-02 Yondó-ANTIOQUIA ii.pdf|2004|Guerrillas
Autodefensas|NS a IR N° 015 y 060-03 Palocabildo, Falan, Líbano, Lérida, Armero-Guayabal, Casabianca, Villahermosa-TOLIMA v.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a IR N° 015 y 060-03 Palocabildo, Falan, Líbano, Lérida, Armero-Guayabal, Casabianca, Villahermosa-TOLIMA v.pdf|2004|Guerrillas
Frente 6|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCA.pdf|2004|Guerrillas
Bloque Calima|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCA.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCA.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCA.pdf|2004|Guerrillas
Autodefensas Unidas De Colombia|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCAii.pdf|2004|Paramilitares
Autodefensas Unidas De Colombia|NS a IR N° 034-04 Florida y Pradera-VALLE DEL CAUCAii.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS a IR N° 092-02 Carmen del Darién-CHOCO.pdf|2004|Guerrillas
Autodefensas|NS a IR N° 092-02 Carmen del Darién-CHOCO.pdf|2004|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS04-05 a IR N° 018-04 Riohacha y Dibulla-LA GUAJIRA ii.pdf|2005|Guerrillas
Autodefensas Unidas De Colombia|NS04-05 a IR N° 018-04 Riohacha y Dibulla-LA GUAJIRA ii.pdf|2005|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS04-05 a IR N° 018-04 Riohacha y Dibulla-LA GUAJIRA ii.pdf|2005|Guerrillas
Constru|NS06-05 a IR N° 013-04 Ciudad Bolivar - BOGOTA.pdf|2005|Pequeños Grupos Ilegales
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS06-05 a IR N° 013-04 Ciudad Bolivar - BOGOTA.pdf|2005|Guerrillas
Frente Capital|NS06-05 a IR N° 013-04 Ciudad Bolivar - BOGOTA.pdf|2005|Guerrillas
Bloque Centauros De Las Auc|NS06-05 a IR N° 013-04 Ciudad Bolivar - BOGOTA.pdf|2005|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS13-05 al IR N° 018-04 Dibulla y Riohacha-LA GUAJIRA.pdf|2005|Guerrillas
Autodefensas|NS14-05 a IR N° 012-05 Arauca-ARAUCA.pdf|2005|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS25-05 a IR N° 068-04 Buenaventura-VALLE DEL CAUCAii.pdf|2005|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS23-06 a IR N° 011-05 Barbacoas-NARIÑOii.pdf|2006|Guerrillas
Comuna 4|NS27-06 a IR N° 060-05 Valledupar-CESAR.pdf|2006|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS28-06 a IR N° 064-05 Tumaco-NARIÑO.pdf|2006|Guerrillas
Constru|NS Nº 039-08 a IR Nº 031-07 Puerto Gúzman-PUTUMAYO.pdf|2008|Pequeños Grupos Ilegales
Comino Medio Mandur Alto Mandur Inspección Gallinazo Bombonal Gallinazo Valoracion Del|NS Nº 039-08 a IR Nº 031-07 Puerto Gúzman-PUTUMAYO.pdf|2008|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS Nº 039-08 a IR Nº 031-07 Puerto Gúzman-PUTUMAYO.pdf|2008|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 001-09 a IR N° 029-07 A.I Barbacoas, Roberto Payán y Maguí Payan-NARIÑO.pdf|2009|Guerrillas
Ejército De Liberación Nacional|NS N° 001-09 a IR N° 029-07 A.I Barbacoas, Roberto Payán y Maguí Payan-NARIÑO.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 001-09 a IR N° 029-07 A.I Barbacoas, Roberto Payán y Maguí Payan-NARIÑO.pdf|2009|Guerrillas
Ciat|NS N° 002-09 a IR N° 034-07 A.I. Ocaña-NORTE DE SANTANDER.pdf|2009|
Águilas Negras|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|Nuevos Paramilitares (Narco-Para)
Rastro|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Autodefensas Unidas De Colombia|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|Paramilitares
Unión Sindical Obrera|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Sindicato Nacional De Trabajadores De La Indu Stria Alimentaría|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Corporación Regional De Derechos Humanos|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Organizació N Femenina Popular|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Ofp|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Asociación Campesina Del Valle Del Río Cimitarra|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Corpo Ración Nación|NS N° 004-09 a 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 006-09 a IR Nº 037-04A.I Caldono, Jambalo, Silvia y Toribio-CAUCA.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 006-09 a IR Nº 037-04A.I Caldono, Jambalo, Silvia y Toribio-CAUCA.pdf|2009|Guerrillas
Frente 6°De Las Farc|NS N° 006-09 a IR Nº 037-04A.I Caldono, Jambalo, Silvia y Toribio-CAUCA.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 006-09 a IR Nº 037-04A.I Caldono, Jambalo, Silvia y Toribio-CAUCA.pdf|2009|Guerrillas
Águilas Negras|NS N° 009-09 a IR N° 011-07A.I. Riosucio y Supia-CALDAS.pdf|2009|Nuevos Paramilitares (Narco-Para)
Autoridad Indígena Del Resguardo Cañamomo Lomaprieta|NS N° 009-09 a IR N° 011-07A.I. Riosucio y Supia-CALDAS.pdf|2009|
Águilas Negras|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|Nuevos Paramilitares (Narco-Para)
Autodefensas Unidas De Colombia|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|Paramilitares
Inter|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|
Movimiento De Víctimas Del Estado|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|
Batuta|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|
Pers|NS N° 010-09 a IR Nº 021-08A.I.BOGOTÁ D.C.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 011-09 a IR N° 032-07A.I. Puerto Lleras, Puerto Rico y Vista Hermosa- META.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 011-09 a IR N° 032-07A.I. Puerto Lleras, Puerto Rico y Vista Hermosa- META.pdf|2009|Guerrillas
Ce Rca|NS N° 011-09 a IR N° 032-07A.I. Puerto Lleras, Puerto Rico y Vista Hermosa- META.pdf|2009|
Club Sede Central Calle 55 No|NS N° 011-09 a IR N° 032-07A.I. Puerto Lleras, Puerto Rico y Vista Hermosa- META.pdf|2009|
Ile Gal|NS N° 011-09 a IR N° 032-07A.I. Puerto Lleras, Puerto Rico y Vista Hermosa- META.pdf|2009|
Asociación De Familias Unidas|NS N° 013-09 a IR N° 027-08A.I Barranquilla, Galapa, Malambo, Puerto Colombia y Soledad-ATLÁNTICO.pdf|2009|
Solo Dolor|NS N° 013-09 a IR N° 027-08A.I Barranquilla, Galapa, Malambo, Puerto Colombia y Soledad-ATLÁNTICO.pdf|2009|
Autodefensas Unidas De Colombia|NS N° 013-09 a IR N° 027-08A.I Barranquilla, Galapa, Malambo, Puerto Colombia y Soledad-ATLÁNTICO.pdf|2009|Paramilitares
Autodefensas Unidas De Colombia|NS N° 014-09 a IR N° 006-08A.I El Tarra y Tibú-NORTE DE SANTANDER.pdf|2009|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 014-09 a IR N° 006-08A.I El Tarra y Tibú-NORTE DE SANTANDER.pdf|2009|Guerrillas
Ejército De Liberación Nacional|NS N° 014-09 a IR N° 006-08A.I El Tarra y Tibú-NORTE DE SANTANDER.pdf|2009|Guerrillas
Constru|NS N° 018-09 a IR Nº 039-06 Chaparral-TOLIMA.pdf|2009|Pequeños Grupos Ilegales
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 018-09 a IR Nº 039-06 Chaparral-TOLIMA.pdf|2009|Guerrillas
Frente 21|NS N° 018-09 a IR Nº 039-06 Chaparral-TOLIMA.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 018-09 a IR Nº 039-06 Chaparral-TOLIMA.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 018-09 a IR Nº 039-06 Chaparral-TOLIMA.pdf|2009|Guerrillas
Autodefensas Unidas De Colombia|NS N° 019-09 a IR N° 015-07 A.I San Pablo, Santa Rosa del  Sur y Simití-BOLIVAR.pdf|2009|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 019-09 a IR N° 015-07 A.I San Pablo, Santa Rosa del  Sur y Simití-BOLIVAR.pdf|2009|Guerrillas
Batallón Nueva Gr|NS N° 019-09 a IR N° 015-07 A.I San Pablo, Santa Rosa del  Sur y Simití-BOLIVAR.pdf|2009|
Rastrojos|NS N° 020-09 a IR N° 015-05 A.I. El Tambo y Argelia-CAUCA.pdf|2009|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 020-09 a IR N° 015-05 A.I. El Tambo y Argelia-CAUCA.pdf|2009|Nuevos Paramilitares (Narco-Para)
Ejército De Liberación Nacional|NS N° 023-09 a IR N° 034-07 Ocaña-NORTE DE SANTANDER.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 024-09 a IR N° 027-07A.I Mapiripan, Puerto Condordia-META y San José del Guaviare-GUAVIARE.pdf|2009|Guerrillas
Autodefensas Campesinas Del Casanare|NS N° 024-09 a IR N° 027-07A.I Mapiripan, Puerto Condordia-META y San José del Guaviare-GUAVIARE.pdf|2009|
Bloque Centauros|NS N° 024-09 a IR N° 027-07A.I Mapiripan, Puerto Condordia-META y San José del Guaviare-GUAVIARE.pdf|2009|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 024-09 a IR N° 027-07A.I Mapiripan, Puerto Condordia-META y San José del Guaviare-GUAVIARE.pdf|2009|Guerrillas
Autodefensas Unidas De Colombia|NS N° 025-09 a IR N° 002-09 Maicao-LA GUAJIRA.pdf|2009|Paramilitares
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 026-09 a IR N° 002-08 Miraflores-GUAVIARE.pdf|2009|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 026-09 a IR N° 002-08 Miraflores-GUAVIARE.pdf|2009|Guerrillas
Tercera Nota De Seguimiento|NS N° 028-09 a IR Nº 008-07 Barrancabermeja-SANTANDER.pdf|2009|
Desplazamiento|NS N° 031-09 a IR Nº 020-08 A.I. Arauca, Arauquita, Fortul, Saravena y Tame-ARAUCA.pdf|2009|
Psd|NS N° 031-09 a IR Nº 020-08 A.I. Arauca, Arauquita, Fortul, Saravena y Tame-ARAUCA.pdf|2009|
Frente 10º De La|NS N° 031-09 a IR Nº 020-08 A.I. Arauca, Arauquita, Fortul, Saravena y Tame-ARAUCA.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 032-09 a IR N° 018-06 Piamonte-CAUCA.pdf|2009|Guerrillas
Averiguacion|NS N° 034-09 a IR N° 032-08 Buenaventura-VALLE DEL CAUCA.pdf|2009|
Programa Jóvenes Rurales Emprendedores|NS N° 035-09 a IR N° 021-07 Planadas-TOLIMA.pdf|2009|
Oficina Del Comisi Onado|NS N° 035-09 a IR N° 021-07 Planadas-TOLIMA.pdf|2009|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 035-09 a IR N° 021-07 Planadas-TOLIMA.pdf|2009|Guerrillas
Grupo Armado Ilegal|NS N° 001-10 a IR N° 005-08 A.I Aguachica, Gamarra, La Gloria, San Alberto, San Martín y Tamalameque-CESAR.pdf|2010|
Agencia Presidencial|NS N° 001-10 a IR N° 005-08 A.I Aguachica, Gamarra, La Gloria, San Alberto, San Martín y Tamalameque-CESAR.pdf|2010|
Gestión|NS N° 001-10 a IR N° 005-08 A.I Aguachica, Gamarra, La Gloria, San Alberto, San Martín y Tamalameque-CESAR.pdf|2010|
Grupo Armado Ilegal|NS N° 002-10 a IR N° 009-09  Santa Marta-MAGDALENA.pdf|2010|
Grupo Armado Ilegal|NS N° 002-10 a IR N° 009-09  Santa Marta-MAGDALENA.pdf|2010|
Paisas|NS N° 002-10 a IR N° 009-09  Santa Marta-MAGDALENA.pdf|2010|Pequeños Grupos Ilegales
Gaitanistas’|NS N° 002-10 a IR N° 009-09  Santa Marta-MAGDALENA.pdf|2010|
Grupo Armado Ilegal|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|
Paisas|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|Pequeños Grupos Ilegales
Paisas|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|Pequeños Grupos Ilegales
Águilas Negras|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|Nuevos Paramilitares (Narco-Para)
Lider|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|
De La|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|
Águilas Negras|NS N° 003-10 a IR Nº 001-09 A.I Cartagena, Turbaco y Arjona-BOLIVAR.pdf|2010|Nuevos Paramilitares (Narco-Para)
Autodefensas Unidas De Colombia|NS N° 004-10 a IR Nº 004-09 A.I Valledupar y Pueblo Bello - CESAR.pdf|2010|Paramilitares
Autodefensas Gaitanistas De Colombia|NS N° 004-10 a IR Nº 004-09 A.I Valledupar y Pueblo Bello - CESAR.pdf|2010|Nuevos Paramilitares (Narco-Para)
Autodefensas Unidas De Colombia|NS N° 004-10 a IR Nº 004-09 A.I Valledupar y Pueblo Bello - CESAR.pdf|2010|Paramilitares
Autodefensas Unidas De Colombia|NS N° 004-10 a IR Nº 004-09 A.I Valledupar y Pueblo Bello - CESAR.pdf|2010|Paramilitares
Rastrojos|NS N° 005-10 a IR N° 012-08 A.I Albania, Belén de los Andaquíes, San José del Fragua y Valaparaíso-CAQUETÁ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Frente Sur|NS N° 005-10 a IR N° 012-08 A.I Albania, Belén de los Andaquíes, San José del Fragua y Valaparaíso-CAQUETÁ.pdf|2010|
Asamblea Publica|NS N° 006-10 a IR N° 015-08 Corinto-CAUCA.pdf|2010|
Asociación Indígena Nacional|NS N° 006-10 a IR N° 015-08 Corinto-CAUCA.pdf|2010|
Naciones Uni Das Para La Infancia|NS N° 006-10 a IR N° 015-08 Corinto-CAUCA.pdf|2010|
Ejército De Liberación Nacional|NS N° 007-10 a IR N° 007-09 Tame-ARAUCA.pdf|2010|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 007-10 a IR N° 007-09 Tame-ARAUCA.pdf|2010|Guerrillas
Ejército De Liberación Nacional|NS N° 007-10 a IR N° 007-09 Tame-ARAUCA.pdf|2010|Guerrillas
Olencia|NS N° 007-10 a IR N° 007-09 Tame-ARAUCA.pdf|2010|
Rastrojos|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Ejército De Liberación Nacional|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Telembí|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|
Autodefensas Campesinas De Nari Ño|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Ejército De Liberación Nacional|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Ejército De Liberación Nacional|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|Guerrillas
Eléctr|NS N° 008-10 a IR N° 029-07 Barbacoas, Magui Payán y Rober….pdf|2010|
Paisas|NS N° 009-10 a IR Nº 006-06 Montelibano y Puerto Libertado….pdf|2010|Pequeños Grupos Ilegales
Águilas Negras|NS N° 009-10 a IR Nº 006-06 Montelibano y Puerto Libertado….pdf|2010|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 009-10 a IR Nº 006-06 Montelibano y Puerto Libertado….pdf|2010|Guerrillas
Águilas Negras|NS N° 009-10 a IR Nº 006-06 Montelibano y Puerto Libertado….pdf|2010|Nuevos Paramilitares (Narco-Para)
Paisas|NS N° 009-10 a IR Nº 006-06 Montelibano y Puerto Libertado….pdf|2010|Pequeños Grupos Ilegales
Instituci Ón Educativa De Tacueyó|NS N° 010-10 a IR Nº 037-04 A.I Jambaló, Toribio, Silvia y Caldono-CAUCA.pdf|2010|
Grupo Armado Ilegal|NS N° 011-10 a IR N° 015-05 A.I. Argelia y El Tambo-CAUCA.pdf|2010|
Acción Regionalizada|NS N° 012-10 a IR Nº 055-05 Balboa-CAUCA.pdf|2010|
Escuela De Formación Para La Participación|NS N° 012-10 a IR Nº 055-05 Balboa-CAUCA.pdf|2010|
Én|NS N° 012-10 a IR Nº 055-05 Balboa-CAUCA.pdf|2010|
Grupo Armado Ilegal|NS N° 013-10 a IR Nº 027-08A.I Barranquilla, Galapa, Malambo, Puerto Colombia y Soledad-ATLÁNTICO.pdf|2010|
Fif|NS N° 013-10 a IR Nº 027-08A.I Barranquilla, Galapa, Malambo, Puerto Colombia y Soledad-ATLÁNTICO.pdf|2010|
Rastrojos|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Rastrojos|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Nuevos Paramilitares (Narco-Para)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Guerrillas
Ejército De Liberación Nacional|NS N° 015-10 a IR N° 011-09A.I. Alto Baudó, Medio Baudó y Bajo Baudó-CHOCÓ.pdf|2010|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 016-10 a 032-07A.I. Vista Hermosa, Puerto Rico y Puerto Lleras-META.pdf|2010|Guerrillas
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|NS N° 016-10 a 032-07A.I. Vista Hermosa, Puerto Rico y Puerto Lleras-META.pdf|2010|Guerrillas
Informador|NS N° 017-10 a IR N° 002-09 Maicao-LA GUAJIRA.pdf|2010|
Ñar|NS N° 017-10 a IR N° 002-09 Maicao-LA GUAJIRA.pdf|2010|
Grupo Armado Ilegal|NS N° 018-10 a IR N° 022-09 Tierralta-CORDOBA.pdf|2010|
Autodefensas Unidas De Colombia|NS N° 018-10 a IR N° 022-09 Tierralta-CORDOBA.pdf|2010|Paramilitares
Águilas Negras|NS N° 018-10 a IR N° 022-09 Tierralta-CORDOBA.pdf|2010|Nuevos Paramilitares (Narco-Para)
Águilas Negras|NS N° 018-10 a IR N° 022-09 Tierralta-CORDOBA.pdf|2010|Nuevos Paramilitares (Narco-Para)
